code,dt
AAL,2022-05-04
AAPL,2022-05-04
ABUS,2022-05-04
ADBE,2022-05-04
ADI,2022-05-04
ADMA,2022-05-04
AEP,2022-05-04
AGNC,2022-05-04
AKBA,2022-05-04
ALT,2022-05-04
AMAT,2022-05-04
AMD,2022-05-04
AMGN,2022-05-04
AMZN,2022-05-04
APA,2022-05-04
APPS,2022-05-04
ARCC,2022-05-04
ARDX,2022-05-04
ATER,2022-05-04
ATOS,2022-05-04
AUPH,2022-05-04
AVGO,2022-05-04
AZN,2022-05-04
BCRX,2022-05-04
BGC,2022-05-04
BIDU,2022-05-04
BILI,2022-05-04
BKR,2022-05-04
BLDP,2022-05-04
BLNK,2022-05-04
BYND,2022-05-04
CAN,2022-05-04
CELH,2022-05-04
CG,2022-05-04
CGC,2022-05-04
CHRD,2022-05-04
CLNE,2022-05-04
CMCSA,2022-05-04
COMM,2022-05-04
COST,2022-05-04
CPB,2022-05-04
CPRT,2022-05-04
CRON,2022-05-04
CRWD,2022-05-04
CSCO,2022-05-04
CSGP,2022-05-04
CSX,2022-05-04
CTSH,2022-05-04
CZR,2022-05-04
DBX,2022-05-04
DDOG,2022-05-04
DKNG,2022-05-04
DLTR,2022-05-04
DOCU,2022-05-04
DVAX,2022-05-04
DXCM,2022-05-04
EA,2022-05-04
EBAY,2022-05-04
ENPH,2022-05-04
ERIC,2022-05-04
ESPR,2022-05-04
ETSY,2022-05-04
EXC,2022-05-04
EXEL,2022-05-04
EXPE,2022-05-04
FANG,2022-05-04
FAST,2022-05-04
FITB,2022-05-04
FLEX,2022-05-04
FOLD,2022-05-04
FOXA,2022-05-04
FSLR,2022-05-04
FTNT,2022-05-04
FUTU,2022-05-04
GEN,2022-05-04
GERN,2022-05-04
GEVO,2022-05-04
GILD,2022-05-04
GOOG,2022-05-04
GOOGL,2022-05-04
GPRO,2022-05-04
GT,2022-05-04
HBAN,2022-05-04
HIVE,2022-05-04
HON,2022-05-04
HST,2022-05-04
HUT,2022-05-04
IBRX,2022-05-04
INTC,2022-05-04
IOVA,2022-05-04
IQ,2022-05-04
IRWD,2022-05-04
JBLU,2022-05-04
JD,2022-05-04
KDP,2022-05-04
KHC,2022-05-04
LBTYK,2022-05-04
LRCX,2022-05-04
LYFT,2022-05-04
MAR,2022-05-04
MARA,2022-05-04
MAT,2022-05-04
MCHP,2022-05-04
MCRB,2022-05-04
MDLZ,2022-05-04
META,2022-05-04
MGNI,2022-05-04
MLCO,2022-05-04
MNKD,2022-05-04
MNST,2022-05-04
MOMO,2022-05-04
MRNA,2022-05-04
MRVL,2022-05-04
MSFT,2022-05-04
MSTR,2022-05-04
MTCH,2022-05-04
MU,2022-05-04
MVIS,2022-05-04
NDAQ,2022-05-04
NFLX,2022-05-04
NKTR,2022-05-04
NNDM,2022-05-04
NTES,2022-05-04
NTNX,2022-05-04
NVAX,2022-05-04
NVDA,2022-05-04
NWL,2022-05-04
NWSA,2022-05-04
NXPI,2022-05-04
OCGN,2022-05-04
OKTA,2022-05-04
ON,2022-05-04
OPK,2022-05-04
PAA,2022-05-04
PACB,2022-05-04
PAGP,2022-05-04
PANW,2022-05-04
PARA,2022-05-04
PCAR,2022-05-04
PDD,2022-05-04
PENN,2022-05-04
PEP,2022-05-04
PLUG,2022-05-04
PTEN,2022-05-04
PTON,2022-05-04
PYPL,2022-05-04
QCOM,2022-05-04
QUBT,2022-05-04
QVCGA,2022-05-04
RDFN,2022-05-04
REAL,2022-05-04
RIOT,2022-05-04
ROKU,2022-05-04
ROST,2022-05-04
RUN,2022-05-04
SABR,2022-05-04
SAVA,2022-05-04
SBUX,2022-05-04
SFIX,2022-05-04
SGMO,2022-05-04
SIRI,2022-05-04
SLM,2022-05-04
SMCI,2022-05-04
SNDL,2022-05-04
SONO,2022-05-04
STNE,2022-05-04
STX,2022-05-04
TCOM,2022-05-04
TGTX,2022-05-04
TIGR,2022-05-04
TLRY,2022-05-04
TMUS,2022-05-04
TRIP,2022-05-04
TSCO,2022-05-04
TSLA,2022-05-04
TTD,2022-05-04
TXN,2022-05-04
UAL,2022-05-04
UNIT,2022-05-04
VERU,2022-05-04
VKTX,2022-05-04
VLY,2022-05-04
VOD,2022-05-04
VTRS,2022-05-04
VXRT,2022-05-04
WBA,2022-05-04
WBD,2022-05-04
WDAY,2022-05-04
WDC,2022-05-04
WEN,2022-05-04
WW,2022-05-04
WYNN,2022-05-04
XEL,2022-05-04
XP,2022-05-04
XRAY,2022-05-04
XRX,2022-05-04
Z,2022-05-04
ZION,2022-05-04
ZM,2022-05-04
ZS,2022-05-04
