code,dt
AAL,2022-01-04
AAPL,2022-01-04
ABUS,2022-01-04
ADBE,2022-01-04
ADI,2022-01-04
ADMA,2022-01-04
AEP,2022-01-04
AGNC,2022-01-04
AKBA,2022-01-04
ALT,2022-01-04
AMAT,2022-01-04
AMD,2022-01-04
AMGN,2022-01-04
AMZN,2022-01-04
APA,2022-01-04
APPS,2022-01-04
ARCC,2022-01-04
ARDX,2022-01-04
ATER,2022-01-04
ATOS,2022-01-04
AUPH,2022-01-04
AVGO,2022-01-04
AZN,2022-01-04
BCRX,2022-01-04
BGC,2022-01-04
BIDU,2022-01-04
BILI,2022-01-04
BKR,2022-01-04
BLDP,2022-01-04
BLNK,2022-01-04
BYND,2022-01-04
CAN,2022-01-04
CELH,2022-01-04
CG,2022-01-04
CGC,2022-01-04
CHRD,2022-01-04
CLNE,2022-01-04
CMCSA,2022-01-04
COMM,2022-01-04
COST,2022-01-04
CPB,2022-01-04
CPRT,2022-01-04
CRON,2022-01-04
CRWD,2022-01-04
CSCO,2022-01-04
CSGP,2022-01-04
CSX,2022-01-04
CTSH,2022-01-04
CZR,2022-01-04
DBX,2022-01-04
DDOG,2022-01-04
DKNG,2022-01-04
DLTR,2022-01-04
DOCU,2022-01-04
DVAX,2022-01-04
DXCM,2022-01-04
EA,2022-01-04
EBAY,2022-01-04
ENPH,2022-01-04
ERIC,2022-01-04
ESPR,2022-01-04
ETSY,2022-01-04
EXC,2022-01-04
EXEL,2022-01-04
EXPE,2022-01-04
FANG,2022-01-04
FAST,2022-01-04
FITB,2022-01-04
FLEX,2022-01-04
FOLD,2022-01-04
FOXA,2022-01-04
FSLR,2022-01-04
FTNT,2022-01-04
FUTU,2022-01-04
GEN,2022-01-04
GERN,2022-01-04
GEVO,2022-01-04
GILD,2022-01-04
GOOG,2022-01-04
GOOGL,2022-01-04
GPRO,2022-01-04
GT,2022-01-04
HBAN,2022-01-04
HIVE,2022-01-04
HON,2022-01-04
HST,2022-01-04
HUT,2022-01-04
IBRX,2022-01-04
INTC,2022-01-04
IOVA,2022-01-04
IQ,2022-01-04
IRWD,2022-01-04
JBLU,2022-01-04
JD,2022-01-04
KDP,2022-01-04
KHC,2022-01-04
LBTYK,2022-01-04
LRCX,2022-01-04
LYFT,2022-01-04
MAR,2022-01-04
MARA,2022-01-04
MAT,2022-01-04
MCHP,2022-01-04
MCRB,2022-01-04
MDLZ,2022-01-04
META,2022-01-04
MGNI,2022-01-04
MLCO,2022-01-04
MNKD,2022-01-04
MNST,2022-01-04
MOMO,2022-01-04
MRNA,2022-01-04
MRVL,2022-01-04
MSFT,2022-01-04
MSTR,2022-01-04
MTCH,2022-01-04
MU,2022-01-04
MVIS,2022-01-04
NDAQ,2022-01-04
NFLX,2022-01-04
NKTR,2022-01-04
NNDM,2022-01-04
NTES,2022-01-04
NTNX,2022-01-04
NVAX,2022-01-04
NVDA,2022-01-04
NWL,2022-01-04
NWSA,2022-01-04
NXPI,2022-01-04
OCGN,2022-01-04
OKTA,2022-01-04
ON,2022-01-04
OPK,2022-01-04
PAA,2022-01-04
PACB,2022-01-04
PAGP,2022-01-04
PANW,2022-01-04
PARA,2022-01-04
PCAR,2022-01-04
PDD,2022-01-04
PENN,2022-01-04
PEP,2022-01-04
PLUG,2022-01-04
PTEN,2022-01-04
PTON,2022-01-04
PYPL,2022-01-04
QCOM,2022-01-04
QUBT,2022-01-04
QVCGA,2022-01-04
RDFN,2022-01-04
REAL,2022-01-04
RIOT,2022-01-04
ROKU,2022-01-04
ROST,2022-01-04
RUN,2022-01-04
SABR,2022-01-04
SAVA,2022-01-04
SBUX,2022-01-04
SFIX,2022-01-04
SGMO,2022-01-04
SIRI,2022-01-04
SLM,2022-01-04
SMCI,2022-01-04
SNDL,2022-01-04
SONO,2022-01-04
STNE,2022-01-04
STX,2022-01-04
TCOM,2022-01-04
TGTX,2022-01-04
TIGR,2022-01-04
TLRY,2022-01-04
TMUS,2022-01-04
TRIP,2022-01-04
TSCO,2022-01-04
TSLA,2022-01-04
TTD,2022-01-04
TXN,2022-01-04
UAL,2022-01-04
UNIT,2022-01-04
VERU,2022-01-04
VKTX,2022-01-04
VLY,2022-01-04
VOD,2022-01-04
VTRS,2022-01-04
VXRT,2022-01-04
WBA,2022-01-04
WBD,2022-01-04
WDAY,2022-01-04
WDC,2022-01-04
WEN,2022-01-04
WW,2022-01-04
WYNN,2022-01-04
XEL,2022-01-04
XP,2022-01-04
XRAY,2022-01-04
XRX,2022-01-04
Z,2022-01-04
ZION,2022-01-04
ZM,2022-01-04
ZS,2022-01-04
