code,dt
AAL,2024-08-09
AAPL,2024-08-09
ABUS,2024-08-09
ADBE,2024-08-09
ADI,2024-08-09
ADMA,2024-08-09
AEP,2024-08-09
AGNC,2024-08-09
AKBA,2024-08-09
ALT,2024-08-09
AMAT,2024-08-09
AMD,2024-08-09
AMGN,2024-08-09
AMZN,2024-08-09
APA,2024-08-09
APPS,2024-08-09
ARCC,2024-08-09
ARDX,2024-08-09
ATER,2024-08-09
ATOS,2024-08-09
AUPH,2024-08-09
AVGO,2024-08-09
AZN,2024-08-09
BCRX,2024-08-09
BGC,2024-08-09
BIDU,2024-08-09
BILI,2024-08-09
BKR,2024-08-09
BLDP,2024-08-09
BLNK,2024-08-09
BYND,2024-08-09
CAN,2024-08-09
CELH,2024-08-09
CG,2024-08-09
CGC,2024-08-09
CHRD,2024-08-09
CLNE,2024-08-09
CMCSA,2024-08-09
COMM,2024-08-09
COST,2024-08-09
CPB,2024-08-09
CPRT,2024-08-09
CRON,2024-08-09
CRWD,2024-08-09
CSCO,2024-08-09
CSGP,2024-08-09
CSX,2024-08-09
CTSH,2024-08-09
CZR,2024-08-09
DBX,2024-08-09
DDOG,2024-08-09
DKNG,2024-08-09
DLTR,2024-08-09
DOCU,2024-08-09
DVAX,2024-08-09
DXCM,2024-08-09
EA,2024-08-09
EBAY,2024-08-09
ENPH,2024-08-09
ERIC,2024-08-09
ESPR,2024-08-09
ETSY,2024-08-09
EXC,2024-08-09
EXEL,2024-08-09
EXPE,2024-08-09
FANG,2024-08-09
FAST,2024-08-09
FITB,2024-08-09
FLEX,2024-08-09
FOLD,2024-08-09
FOXA,2024-08-09
FSLR,2024-08-09
FTNT,2024-08-09
FUTU,2024-08-09
GEN,2024-08-09
GERN,2024-08-09
GEVO,2024-08-09
GILD,2024-08-09
GOOG,2024-08-09
GOOGL,2024-08-09
GPRO,2024-08-09
GT,2024-08-09
HBAN,2024-08-09
HIVE,2024-08-09
HON,2024-08-09
HST,2024-08-09
HUT,2024-08-09
IBRX,2024-08-09
INTC,2024-08-09
IOVA,2024-08-09
IQ,2024-08-09
IRWD,2024-08-09
JBLU,2024-08-09
JD,2024-08-09
KDP,2024-08-09
KHC,2024-08-09
LBTYK,2024-08-09
LRCX,2024-08-09
LYFT,2024-08-09
MAR,2024-08-09
MARA,2024-08-09
MAT,2024-08-09
MCHP,2024-08-09
MCRB,2024-08-09
MDLZ,2024-08-09
META,2024-08-09
MGNI,2024-08-09
MLCO,2024-08-09
MNKD,2024-08-09
MNST,2024-08-09
MOMO,2024-08-09
MRNA,2024-08-09
MRVL,2024-08-09
MSFT,2024-08-09
MSTR,2024-08-09
MTCH,2024-08-09
MU,2024-08-09
MVIS,2024-08-09
NDAQ,2024-08-09
NFLX,2024-08-09
NKTR,2024-08-09
NNDM,2024-08-09
NTES,2024-08-09
NTNX,2024-08-09
NVAX,2024-08-09
NVDA,2024-08-09
NWL,2024-08-09
NWSA,2024-08-09
NXPI,2024-08-09
OCGN,2024-08-09
OKTA,2024-08-09
ON,2024-08-09
OPK,2024-08-09
PAA,2024-08-09
PACB,2024-08-09
PAGP,2024-08-09
PANW,2024-08-09
PARA,2024-08-09
PCAR,2024-08-09
PDD,2024-08-09
PENN,2024-08-09
PEP,2024-08-09
PLUG,2024-08-09
PTEN,2024-08-09
PTON,2024-08-09
PYPL,2024-08-09
QCOM,2024-08-09
QUBT,2024-08-09
QVCGA,2024-08-09
RDFN,2024-08-09
REAL,2024-08-09
RIOT,2024-08-09
ROKU,2024-08-09
ROST,2024-08-09
RUN,2024-08-09
SABR,2024-08-09
SAVA,2024-08-09
SBUX,2024-08-09
SFIX,2024-08-09
SGMO,2024-08-09
SIRI,2024-08-09
SLM,2024-08-09
SMCI,2024-08-09
SNDL,2024-08-09
SONO,2024-08-09
STNE,2024-08-09
STX,2024-08-09
TCOM,2024-08-09
TGTX,2024-08-09
TIGR,2024-08-09
TLRY,2024-08-09
TMUS,2024-08-09
TRIP,2024-08-09
TSCO,2024-08-09
TSLA,2024-08-09
TTD,2024-08-09
TXN,2024-08-09
UAL,2024-08-09
UNIT,2024-08-09
VERU,2024-08-09
VKTX,2024-08-09
VLY,2024-08-09
VOD,2024-08-09
VTRS,2024-08-09
VXRT,2024-08-09
WBA,2024-08-09
WBD,2024-08-09
WDAY,2024-08-09
WDC,2024-08-09
WEN,2024-08-09
WW,2024-08-09
WYNN,2024-08-09
XEL,2024-08-09
XP,2024-08-09
XRAY,2024-08-09
XRX,2024-08-09
Z,2024-08-09
ZION,2024-08-09
ZM,2024-08-09
ZS,2024-08-09
