code,dt
AAL,2025-03-05
AAPL,2025-03-05
AGNC,2025-03-05
AMAT,2025-03-05
AMD,2025-03-05
AMZN,2025-03-05
APA,2025-03-05
ARDX,2025-03-05
AVGO,2025-03-05
AZN,2025-03-05
BIDU,2025-03-05
BILI,2025-03-05
BKR,2025-03-05
CAN,2025-03-05
CHRD,2025-03-05
CMCSA,2025-03-05
CPRT,2025-03-05
CRWD,2025-03-05
CSCO,2025-03-05
CSX,2025-03-05
DKNG,2025-03-05
EBAY,2025-03-05
ERIC,2025-03-05
EXC,2025-03-05
FITB,2025-03-05
FLEX,2025-03-05
FTNT,2025-03-05
GEN,2025-03-05
GERN,2025-03-05
GEVO,2025-03-05
GILD,2025-03-05
GOOG,2025-03-05
GOOGL,2025-03-05
GT,2025-03-05
HBAN,2025-03-05
HST,2025-03-05
INTC,2025-03-05
IOVA,2025-03-05
IQ,2025-03-05
JBLU,2025-03-05
JD,2025-03-05
KDP,2025-03-05
KHC,2025-03-05
LRCX,2025-03-05
LYFT,2025-03-05
MARA,2025-03-05
MCHP,2025-03-05
MDLZ,2025-03-05
META,2025-03-05
MNST,2025-03-05
MRNA,2025-03-05
MRVL,2025-03-05
MSFT,2025-03-05
MSTR,2025-03-05
MU,2025-03-05
MVIS,2025-03-05
NFLX,2025-03-05
NNDM,2025-03-05
NVAX,2025-03-05
NVDA,2025-03-05
NWL,2025-03-05
OCGN,2025-03-05
ON,2025-03-05
OPK,2025-03-05
PAA,2025-03-05
PACB,2025-03-05
PANW,2025-03-05
PARA,2025-03-05
PDD,2025-03-05
PENN,2025-03-05
PEP,2025-03-05
PLUG,2025-03-05
PTEN,2025-03-05
PTON,2025-03-05
PYPL,2025-03-05
QCOM,2025-03-05
QVCGA,2025-03-05
RIOT,2025-03-05
ROKU,2025-03-05
RUN,2025-03-05
SABR,2025-03-05
SBUX,2025-03-05
SMCI,2025-03-05
SNDL,2025-03-05
STNE,2025-03-05
TCOM,2025-03-05
TLRY,2025-03-05
TMUS,2025-03-05
TSCO,2025-03-05
TSLA,2025-03-05
TTD,2025-03-05
TXN,2025-03-05
UAL,2025-03-05
VOD,2025-03-05
VTRS,2025-03-05
VXRT,2025-03-05
WBA,2025-03-05
WBD,2025-03-05
WDC,2025-03-05
ZM,2025-03-05
