code,dt
AAL,2022-04-20
AAPL,2022-04-20
ABUS,2022-04-20
ADBE,2022-04-20
ADI,2022-04-20
ADMA,2022-04-20
AEP,2022-04-20
AGNC,2022-04-20
AKBA,2022-04-20
ALT,2022-04-20
AMAT,2022-04-20
AMD,2022-04-20
AMGN,2022-04-20
AMZN,2022-04-20
APA,2022-04-20
APPS,2022-04-20
ARCC,2022-04-20
ARDX,2022-04-20
ATER,2022-04-20
ATOS,2022-04-20
AUPH,2022-04-20
AVGO,2022-04-20
AZN,2022-04-20
BCRX,2022-04-20
BGC,2022-04-20
BIDU,2022-04-20
BILI,2022-04-20
BKR,2022-04-20
BLDP,2022-04-20
BLNK,2022-04-20
BYND,2022-04-20
CAN,2022-04-20
CELH,2022-04-20
CG,2022-04-20
CGC,2022-04-20
CHRD,2022-04-20
CLNE,2022-04-20
CMCSA,2022-04-20
COMM,2022-04-20
COST,2022-04-20
CPB,2022-04-20
CPRT,2022-04-20
CRON,2022-04-20
CRWD,2022-04-20
CSCO,2022-04-20
CSGP,2022-04-20
CSX,2022-04-20
CTSH,2022-04-20
CZR,2022-04-20
DBX,2022-04-20
DDOG,2022-04-20
DKNG,2022-04-20
DLTR,2022-04-20
DOCU,2022-04-20
DVAX,2022-04-20
DXCM,2022-04-20
EA,2022-04-20
EBAY,2022-04-20
ENPH,2022-04-20
ERIC,2022-04-20
ESPR,2022-04-20
ETSY,2022-04-20
EXC,2022-04-20
EXEL,2022-04-20
EXPE,2022-04-20
FANG,2022-04-20
FAST,2022-04-20
FITB,2022-04-20
FLEX,2022-04-20
FOLD,2022-04-20
FOXA,2022-04-20
FSLR,2022-04-20
FTNT,2022-04-20
FUTU,2022-04-20
GEN,2022-04-20
GERN,2022-04-20
GEVO,2022-04-20
GILD,2022-04-20
GOOG,2022-04-20
GOOGL,2022-04-20
GPRO,2022-04-20
GT,2022-04-20
HBAN,2022-04-20
HIVE,2022-04-20
HON,2022-04-20
HST,2022-04-20
HUT,2022-04-20
IBRX,2022-04-20
INTC,2022-04-20
IOVA,2022-04-20
IQ,2022-04-20
IRWD,2022-04-20
JBLU,2022-04-20
JD,2022-04-20
KDP,2022-04-20
KHC,2022-04-20
LBTYK,2022-04-20
LRCX,2022-04-20
LYFT,2022-04-20
MAR,2022-04-20
MARA,2022-04-20
MAT,2022-04-20
MCHP,2022-04-20
MCRB,2022-04-20
MDLZ,2022-04-20
META,2022-04-20
MGNI,2022-04-20
MLCO,2022-04-20
MNKD,2022-04-20
MNST,2022-04-20
MOMO,2022-04-20
MRNA,2022-04-20
MRVL,2022-04-20
MSFT,2022-04-20
MSTR,2022-04-20
MTCH,2022-04-20
MU,2022-04-20
MVIS,2022-04-20
NDAQ,2022-04-20
NFLX,2022-04-20
NKTR,2022-04-20
NNDM,2022-04-20
NTES,2022-04-20
NTNX,2022-04-20
NVAX,2022-04-20
NVDA,2022-04-20
NWL,2022-04-20
NWSA,2022-04-20
NXPI,2022-04-20
OCGN,2022-04-20
OKTA,2022-04-20
ON,2022-04-20
OPK,2022-04-20
PAA,2022-04-20
PACB,2022-04-20
PAGP,2022-04-20
PANW,2022-04-20
PARA,2022-04-20
PCAR,2022-04-20
PDD,2022-04-20
PENN,2022-04-20
PEP,2022-04-20
PLUG,2022-04-20
PTEN,2022-04-20
PTON,2022-04-20
PYPL,2022-04-20
QCOM,2022-04-20
QUBT,2022-04-20
QVCGA,2022-04-20
RDFN,2022-04-20
REAL,2022-04-20
RIOT,2022-04-20
ROKU,2022-04-20
ROST,2022-04-20
RUN,2022-04-20
SABR,2022-04-20
SAVA,2022-04-20
SBUX,2022-04-20
SFIX,2022-04-20
SGMO,2022-04-20
SIRI,2022-04-20
SLM,2022-04-20
SMCI,2022-04-20
SNDL,2022-04-20
SONO,2022-04-20
STNE,2022-04-20
STX,2022-04-20
TCOM,2022-04-20
TGTX,2022-04-20
TIGR,2022-04-20
TLRY,2022-04-20
TMUS,2022-04-20
TRIP,2022-04-20
TSCO,2022-04-20
TSLA,2022-04-20
TTD,2022-04-20
TXN,2022-04-20
UAL,2022-04-20
UNIT,2022-04-20
VERU,2022-04-20
VKTX,2022-04-20
VLY,2022-04-20
VOD,2022-04-20
VTRS,2022-04-20
VXRT,2022-04-20
WBA,2022-04-20
WBD,2022-04-20
WDAY,2022-04-20
WDC,2022-04-20
WEN,2022-04-20
WW,2022-04-20
WYNN,2022-04-20
XEL,2022-04-20
XP,2022-04-20
XRAY,2022-04-20
XRX,2022-04-20
Z,2022-04-20
ZION,2022-04-20
ZM,2022-04-20
ZS,2022-04-20
