code,dt
A,2022-02-23
AAPL,2022-02-23
ABBV,2022-02-23
ABT,2022-02-23
ACGL,2022-02-23
ACN,2022-02-23
ADBE,2022-02-23
ADI,2022-02-23
ADM,2022-02-23
ADP,2022-02-23
ADSK,2022-02-23
AEE,2022-02-23
AEP,2022-02-23
AES,2022-02-23
AFL,2022-02-23
AIG,2022-02-23
AIZ,2022-02-23
AJG,2022-02-23
AKAM,2022-02-23
ALB,2022-02-23
ALGN,2022-02-23
ALL,2022-02-23
ALLE,2022-02-23
AMAT,2022-02-23
AMCR,2022-02-23
AMD,2022-02-23
AME,2022-02-23
AMGN,2022-02-23
AMP,2022-02-23
AMT,2022-02-23
AMZN,2022-02-23
ANET,2022-02-23
ANSS,2022-02-23
AON,2022-02-23
AOS,2022-02-23
APA,2022-02-23
APD,2022-02-23
APH,2022-02-23
APO,2022-02-23
APTV,2022-02-23
ARE,2022-02-23
ATO,2022-02-23
AVB,2022-02-23
AVGO,2022-02-23
AVY,2022-02-23
AWK,2022-02-23
AXON,2022-02-23
AXP,2022-02-23
AZO,2022-02-23
BA,2022-02-23
BAC,2022-02-23
BALL,2022-02-23
BAX,2022-02-23
BBY,2022-02-23
BDX,2022-02-23
BEN,2022-02-23
BG,2022-02-23
BK,2022-02-23
BKNG,2022-02-23
BKR,2022-02-23
BLDR,2022-02-23
BLK,2022-02-23
BMY,2022-02-23
BR,2022-02-23
BRO,2022-02-23
BSX,2022-02-23
BX,2022-02-23
BXP,2022-02-23
C,2022-02-23
CAG,2022-02-23
CAH,2022-02-23
CAT,2022-02-23
CB,2022-02-23
CBOE,2022-02-23
CBRE,2022-02-23
CCL,2022-02-23
CDNS,2022-02-23
CDW,2022-02-23
CF,2022-02-23
CFG,2022-02-23
CHD,2022-02-23
CHRW,2022-02-23
CHTR,2022-02-23
CI,2022-02-23
CINF,2022-02-23
CL,2022-02-23
CLX,2022-02-23
CMCSA,2022-02-23
CME,2022-02-23
CMG,2022-02-23
CMI,2022-02-23
CMS,2022-02-23
CNC,2022-02-23
CNP,2022-02-23
COF,2022-02-23
COO,2022-02-23
COP,2022-02-23
COR,2022-02-23
COST,2022-02-23
CPAY,2022-02-23
CPB,2022-02-23
CPRT,2022-02-23
CPT,2022-02-23
CRL,2022-02-23
CRM,2022-02-23
CRWD,2022-02-23
CSCO,2022-02-23
CSGP,2022-02-23
CSX,2022-02-23
CTAS,2022-02-23
CTRA,2022-02-23
CTSH,2022-02-23
CTVA,2022-02-23
CVS,2022-02-23
CVX,2022-02-23
CZR,2022-02-23
D,2022-02-23
DAL,2022-02-23
DAY,2022-02-23
DD,2022-02-23
DE,2022-02-23
DECK,2022-02-23
DELL,2022-02-23
DFS,2022-02-23
DG,2022-02-23
DGX,2022-02-23
DHI,2022-02-23
DHR,2022-02-23
