date,nodes,pos_edges,neg_edges
2020-05-07,486,163488,4352
2020-05-08,486,151194,5814
2020-05-11,486,141660,7742
2020-05-12,486,128748,11486
2020-05-13,486,122516,13338
2020-05-14,486,121450,14574
2020-05-15,486,115732,18542
2020-05-18,486,113956,19580
2020-05-19,486,114306,19414
2020-05-20,486,114212,19134
2020-05-21,486,113388,19236
2020-05-22,486,112240,19332
2020-05-26,486,113352,18586
2020-05-27,486,112886,19226
2020-05-28,486,115110,17726
2020-05-29,486,118890,15418
2020-06-01,486,125886,12518
2020-06-02,486,133534,10932
2020-06-03,486,142654,9442
2020-06-04,486,149748,9278
2020-06-05,486,158574,9168
2020-06-08,486,165226,9866
2020-06-09,486,169786,10714
2020-06-10,486,173042,11280
2020-06-11,486,174328,10506
2020-06-12,486,175282,9786
2020-06-15,486,177540,8958
2020-06-16,486,178708,9290
2020-06-17,486,179658,9358
2020-06-18,486,180238,9756
2020-06-19,486,181010,9780
2020-06-22,486,180842,10092
2020-06-23,486,179608,9786
2020-06-24,486,179720,8864
2020-06-25,486,177142,8582
2020-06-26,486,173520,9004
2020-06-29,486,169528,9780
2020-06-30,486,164480,10384
2020-07-01,486,157334,10754
2020-07-02,486,151584,9778
2020-07-06,486,142170,9134
2020-07-07,486,125970,11792
2020-07-08,486,112152,16982
2020-07-09,486,102780,24696
2020-07-10,486,101448,27764
2020-07-13,486,100940,28062
2020-07-14,486,99038,29274
2020-07-15,486,103742,26232
2020-07-16,486,106470,25420
2020-07-17,486,109578,24070
2020-07-20,486,110456,23634
2020-07-21,486,113536,21562
2020-07-22,486,116568,20316
2020-07-23,486,118068,19844
2020-07-24,486,115346,21268
2020-07-27,486,111994,23680
2020-07-28,486,109228,26344
2020-07-29,486,107734,26008
2020-07-30,486,105772,25180
2020-07-31,486,104398,24774
2020-08-03,486,103256,24896
2020-08-04,486,102680,23576
2020-08-05,486,103800,21372
2020-08-06,486,104192,20932
2020-08-07,486,105578,21670
2020-08-10,486,108556,20900
2020-08-11,486,110566,20736
2020-08-12,486,109960,22438
2020-08-13,486,109220,23540
2020-08-14,486,108230,25160
2020-08-17,486,108272,26402
2020-08-18,486,106350,28272
2020-08-19,486,103808,30894
2020-08-20,486,100918,34228
2020-08-21,486,99804,35802
2020-08-24,486,99580,36932
2020-08-25,486,99656,37324
2020-08-26,486,98352,38116
2020-08-27,486,97790,36524
2020-08-28,486,98636,35666
2020-08-31,486,99206,34984
2020-09-01,486,98458,35132
2020-09-02,486,98756,33146
2020-09-03,486,98836,31184
2020-09-04,486,95122,29998
2020-09-08,486,93056,26860
2020-09-09,486,90594,27740
2020-09-10,486,88950,28802
2020-09-11,486,88384,28684
2020-09-14,486,85820,30068
2020-09-15,486,83560,32232
2020-09-16,486,82234,33352
2020-09-17,486,80168,34374
2020-09-18,486,78354,34226
2020-09-21,486,81856,29300
2020-09-22,486,84240,27178
2020-09-23,486,86668,25140
2020-09-24,486,93208,22046
2020-09-25,486,96688,20762
2020-09-28,486,96062,20434
2020-09-29,486,95994,20266
2020-09-30,486,97398,20024
2020-10-01,486,95342,22160
2020-10-02,486,93350,24324
2020-10-05,486,96156,22004
2020-10-06,486,98160,20958
2020-10-07,486,101452,18518
2020-10-08,486,106886,15132
2020-10-09,486,113260,12204
2020-10-12,486,122552,9312
2020-10-13,486,130156,7846
2020-10-14,486,136688,7428
2020-10-15,486,141514,7522
2020-10-16,486,146740,7744
2020-10-19,486,145162,8174
2020-10-20,486,143822,8318
2020-10-21,486,140430,8676
2020-10-22,486,131858,11296
2020-10-23,486,126062,14694
2020-10-26,486,125364,14016
2020-10-27,486,126144,12976
2020-10-28,486,136928,8494
2020-10-29,486,146764,7290
2020-10-30,486,152484,7160
2020-11-02,486,150512,7502
2020-11-03,486,144900,7774
2020-11-04,486,140008,7882
2020-11-05,486,133948,8250
2020-11-06,486,126464,9412
2020-11-09,486,126852,7256
2020-11-10,486,122762,7790
2020-11-11,486,123944,8362
2020-11-12,486,124480,8856
2020-11-13,486,125394,9806
2020-11-16,486,128500,9984
2020-11-17,486,130714,10096
2020-11-18,486,132030,10206
2020-11-19,486,133032,10128
2020-11-20,486,134254,10264
2020-11-23,486,135384,9916
2020-11-24,486,135926,9414
2020-11-25,486,131082,9806
2020-11-27,486,126178,11028
2020-11-30,486,119526,14922
2020-12-01,486,119396,17212
2020-12-02,486,122636,18164
2020-12-03,486,124526,18726
2020-12-04,486,126352,19166
2020-12-07,486,127692,20894
2020-12-08,486,123284,25022
2020-12-09,486,123202,24476
2020-12-10,486,119066,27590
2020-12-11,486,115986,29164
2020-12-14,486,111270,31576
2020-12-15,486,103682,37476
2020-12-16,486,98834,40708
2020-12-17,486,95530,41510
2020-12-18,486,93318,40928
2020-12-21,486,88998,40182
2020-12-22,486,85556,40824
2020-12-23,486,82934,42028
2020-12-24,486,81344,43498
2020-12-28,486,80450,43432
2020-12-29,486,79514,43356
2020-12-30,486,77964,44294
2020-12-31,486,77092,42984
2021-01-04,486,75664,39872
2021-01-05,486,71380,39460
2021-01-06,486,68742,34884
2021-01-07,486,74280,32224
2021-01-08,486,80542,33410
2021-01-11,486,83900,35658
2021-01-12,486,87418,38526
2021-01-13,486,89702,40542
2021-01-14,486,91198,41080
2021-01-15,486,91064,42482
2021-01-19,486,91136,43848
2021-01-20,486,91030,43962
